seguridad.fecha_hecho;seguridad.latitud;seguridad.longitud;seguridad.sexo;seguridad.edad;seguridad.estado_civil;seguridad.medio_transporte;seguridad.nivel_academico;seguridad.testigo;seguridad.conducta;seguridad.modalidad;seguridad.conducta_especial;seguridad.arma_medio;seguridad.nombre_barrio;seguridad.codigo_barrio;seguridad.codigo_comuna;seguridad.lugar;seguridad.sede_receptora;seguridad.bien;seguridad.categoria_bien;seguridad.color
25/07/2019 6:40;622.600.052;-7.560.553.228;Mujer;24;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Altavista;#1613;16;Bus de servicio público;Belén;Billetera;Prendas de vestir y accesorios;Sin dato
25/07/2019 11:30;621.511.978;-7.557.637.462;Mujer;18;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Villa Carlota;#1403;14;Estación del Metro plus;Poblado;Sin dato documentos;Documentos;Sin dato
25/07/2019 6:00;623.015.874;-7.557.547.441;Hombre;25;Soltero(a);Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Barrio Colombia;#1401;14;Estación del Metro;Poblado;Libreta militar;Documentos;Sin dato
25/07/2019 16:00;629.234.297;-7.557.137.912;Mujer;42;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Castilla;#0511;5;Estación del Metro;Castilla;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
25/07/2019 16:00;626.359.384;-7.554.248.429;Hombre;19;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Versalles No.1;#0309;3;Estación del Metro;Manrique;Cédula;Documentos;Sin dato
25/07/2019 3:00;62.497.404;-7.556.516.012;Hombre;19;Soltero(a);Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;La Candelaria;#1019;10;Estación del Metro;Candelaria;Celular;Tecnología;Oro
25/07/2019 13:50;624.689.433;-7.556.864.433;Hombre;44;Casado(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;Arma cortopunzante;La Candelaria;#1019;10;Vía pública;Candelaria;Celular;Tecnología;Sin dato
25/07/2019 8:30;621.762.659;-7.558.109.313;Hombre;59;Casado(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;Arma cortopunzante;Campo Amor;#1507;15;Vía pública;Belén;Celular;Tecnología;Negro
25/07/2019 6:00;623.015.874;-7.557.547.441;Hombre;25;Soltero(a);Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Barrio Colombia;#1401;14;Estación del Metro;Poblado;Cédula;Documentos;Sin dato
25/07/2019 19:00;62.456.129;-755.693.644;Hombre;25;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Raponazo;Sin dato;No;Guayaquil;#1007;10;Paradero de bus;Candelaria;Tarjeta bancaria;Dinero, joyas, piedras preciosas y título valor;Sin dato
25/07/2019 7:00;620.893.849;-7.556.602.179;Mujer;41;Unión marital de hecho;Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;El Poblado;#1418;14;Metro Plus;Poblado;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
25/07/2019 6:40;622.600.052;-7.560.553.228;Mujer;24;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Altavista;#1613;16;Bus de servicio público;Belén;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
25/07/2019 7:00;624.637.811;-7.556.122.875;Mujer;32;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Boston;#1016;10;Vehículo particular;Candelaria;Cédula;Documentos;Sin dato
25/07/2019 7:05;622.961.153;-7.557.451.348;Hombre;38;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Barrio Colombia;#1401;14;Bus de servicio público;Poblado;Celular;Tecnología;Sin dato
25/07/2019 16:00;626.359.384;-7.554.248.429;Hombre;19;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Versalles No.1;#0309;3;Estación del Metro;Manrique;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
25/07/2019 5:00;623.078.035;-7.556.977.734;Mujer;54;Divorciado(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;San Diego;#1020;10;Metro Plus;Candelaria;Celular;Tecnología;Blanco
25/07/2019 8:30;62.124.049;-7.557.638.585;Hombre;19;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;De celular;No;Patio Bonito;#1421;14;Estación del Metro;Poblado;Celular;Tecnología;Sin dato
25/07/2019 7:00;624.637.811;-7.556.122.875;Mujer;32;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Boston;#1016;10;Vehículo particular;Candelaria;Celular;Tecnología;Plata
25/07/2019 8:30;621.908.629;-755.852.768;Hombre;59;Casado(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;Arma cortopunzante;Santa Fé;#1504;15;Vía pública;Belén;Celular;Tecnología;Negro
25/07/2019 3:30;629.445.797;-7.558.153.562;Mujer;23;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;No;San Martín de Porres;#0606;6;Estación del Metro plus;Doce de Octubre;Celular;Tecnología;Negro
25/07/2019 18:00;623.865.384;-755.730.793;Hombre;24;Soltero(a);Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Calle Nueva;#1011;10;Estación del Metro;Candelaria;Celular;Tecnología;Negro
26/07/2019 14:30;634.419.918;-7.569.062.688;Hombre;39;Unión marital de hecho;Autobus;Sin dato;Sin dato;Hurto a persona;Descuido;No;No;Palmitas sector central;#5004;50;Vía pública;Doce de Octubre;Material de construcción;Materiales y elementos para la construcción;Sin dato
26/07/2019 14:30;621.230.465;-7.557.805.858;Mujer;47;Divorciado(a);Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;De celular;No;Patio Bonito;#1421;14;Estación del Metro;Poblado;Celular;Tecnología;Sin dato
26/07/2019 7:25;621.178.628;-755.777.806;Mujer;48;Soltero(a);Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Patio Bonito;#1421;14;Estación del Metro;Poblado;Tarjeta bancaria;Dinero, joyas, piedras preciosas y título valor;Sin dato
26/07/2019 7:25;621.178.628;-755.777.806;Mujer;48;Soltero(a);Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Patio Bonito;#1421;14;Estación del Metro;Poblado;Cédula;Documentos;Sin dato
26/07/2019 7:00;626.967.808;-7.556.636.244;Mujer;36;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Parque Norte;Inst_9;4;Bus de servicio público;Aranjuez;Celular;Tecnología;Oro
26/07/2019 7:00;625.091.814;-7.560.275.521;Mujer;41;Casado(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;De celular;No;La América;#1204;12;Metro Plus;Laureles;Celular;Tecnología;Sin dato
26/07/2019 8:00;624.632.833;-7.557.475.827;Mujer;36;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Guayaquil;#1007;10;Vía pública;Candelaria;Cédula;Documentos;Sin dato
26/07/2019 6:40;624.786.444;-7.557.002.879;Hombre;25;Soltero(a);Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;La Candelaria;#1019;10;Estación del Metro;Candelaria;Celular;Tecnología;Negro
26/07/2019 7:40;622.520.171;-7.557.491.974;Mujer;28;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Villa Carlota;#1403;14;Bus de servicio público;Poblado;Celular;Tecnología;Rosado
26/07/2019 5:30;626.065.957;-755.677.597;Mujer;21;Soltero(a);Taxi;Sin dato;Sin dato;Hurto a persona;Descuido;Sin dato;No;Jesús Nazareno;#1003;10;Bus de servicio público;Candelaria;Celular;Tecnología;Negro
26/07/2019 3:30;624.179.282;-7.557.023.714;Hombre;30;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Descuido;Sin dato;No;Barrio Colón;#1013;10;Edificio;Candelaria;Sin dato documentos;Documentos;Sin dato
26/07/2019 7:00;623.188.436;-7.557.729.511;Mujer;38;Unión marital de hecho;Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Tenche;#1502;15;Metro Plus;Belén;Celular;Tecnología;Oro
26/07/2019 7:25;621.178.628;-755.777.806;Mujer;48;Soltero(a);Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Patio Bonito;#1421;14;Estación del Metro;Poblado;Tarjeta bancaria;Dinero, joyas, piedras preciosas y título valor;Sin dato
26/07/2019 7:00;625.017.017;-7.556.853.506;Mujer;49;Soltero(a);Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;No;No;La Candelaria;#1019;10;Estación del Metro;Candelaria;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
26/07/2019 5:30;622.979.843;-7.556.991.734;Hombre;32;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Perpetuo Socorro;#1012;10;Bus de servicio público;Candelaria;Celular;Tecnología;Azul
26/07/2019 7:25;621.178.628;-755.777.806;Mujer;48;Soltero(a);Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Patio Bonito;#1421;14;Estación del Metro;Poblado;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
26/07/2019 8:00;624.632.833;-7.557.475.827;Mujer;36;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Guayaquil;#1007;10;Vía pública;Candelaria;Tarjeta bancaria;Dinero, joyas, piedras preciosas y título valor;Sin dato
26/07/2019 7:25;621.178.628;-755.777.806;Mujer;48;Soltero(a);Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Patio Bonito;#1421;14;Estación del Metro;Poblado;Tarjeta bancaria;Dinero, joyas, piedras preciosas y título valor;Sin dato
26/07/2019 8:00;624.632.833;-7.557.475.827;Mujer;36;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Guayaquil;#1007;10;Vía pública;Candelaria;Tarjeta bancaria;Dinero, joyas, piedras preciosas y título valor;Sin dato
26/07/2019 6:00;625.553.408;-7.559.208.451;Hombre;23;Soltero(a);Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;U.D. Atanasio Girardot;Inst_14;11;Estación del Metro;Laureles;Licencia;Documentos;Sin dato
26/07/2019 13:00;622.721.267;-7.560.192.471;Mujer;37;Casado(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;De celular;No;La Palma;#1614;16;Vía pública;Belén;Celular;Tecnología;Bronce
26/07/2019 12:45;62.236.925;-7.561.043.167;Hombre;32;Soltero(a);Taxi;Sin dato;Sin dato;Hurto a persona;Raponazo;Sin dato;No;Altavista;#1613;16;Vía pública;Belén;Celular;Tecnología;Blanco
26/07/2019 2:00;623.895.247;-7.557.312.221;Mujer;55;Casado(a);Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;De celular;No;Calle Nueva;#1011;10;Estación del Metro;Candelaria;Celular;Tecnología;Sin dato
26/07/2019 1:30;626.308.801;-7.559.867.469;Mujer;36;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;Arma cortopunzante;Calasanz;#1202;12;Metro Plus;Laureles;Celular;Tecnología;Negro
27/07/2019 6:00;623.053.176;-7.557.542.803;Hombre;30;Soltero(a);Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Barrio Colombia;#1401;14;Estación del Metro;Poblado;Tarjeta bancaria;Dinero, joyas, piedras preciosas y título valor;Sin dato
27/07/2019 6:00;623.053.176;-7.557.542.803;Hombre;30;Soltero(a);Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Barrio Colombia;#1401;14;Estación del Metro;Poblado;Cédula;Documentos;Sin dato
27/07/2019 8:30;61.891.812;-7.558.284.067;Mujer;22;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Santa María de los Ángeles;#1423;14;Estación del Metro;Poblado;Carne;Alimento;Sin dato
27/07/2019 8:30;61.891.812;-7.558.284.067;Mujer;22;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Santa María de los Ángeles;#1423;14;Estación del Metro;Poblado;Cédula;Documentos;Sin dato
27/07/2019 6:00;623.053.176;-7.557.542.803;Hombre;30;Soltero(a);Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Barrio Colombia;#1401;14;Estación del Metro;Poblado;Sin dato documentos;Documentos;Sin dato
27/07/2019 20:00;624.999.011;-755.684.256;Hombre;27;Unión marital de hecho;Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;De celular;No;La Candelaria;#1019;10;Casa o apartamento;Candelaria;Celular;Tecnología;Sin dato
27/07/2019 6:00;623.053.176;-7.557.542.803;Hombre;30;Soltero(a);Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Barrio Colombia;#1401;14;Estación del Metro;Poblado;Tarjeta bancaria;Dinero, joyas, piedras preciosas y título valor;Sin dato
27/07/2019 11:00;626.446.836;-7.556.748.897;Mujer;21;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;Arma cortopunzante;Universidad de Antioquia;Inst_11;4;Paradero de bus;Aranjuez;Billetera;Prendas de vestir y accesorios;Sin dato
27/07/2019 13:47;627.819.222;-7.556.955.312;Hombre;42;Casado(a);Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;De celular;No;Terminal de Transporte;Inst_4;5;Estación del Metro;Castilla;Celular;Tecnología;Sin dato
27/07/2019 11:00;626.446.836;-7.556.748.897;Mujer;21;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;Arma cortopunzante;Universidad de Antioquia;Inst_11;4;Paradero de bus;Aranjuez;Celular;Tecnología;Azul
27/07/2019 20:00;624.666.114;-755.657.038;Mujer;25;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Raponazo;Sin dato;No;La Candelaria;#1019;10;Paradero de bus;Candelaria;Celular;Tecnología;Sin dato
27/07/2019 6:00;623.053.176;-7.557.542.803;Hombre;30;Soltero(a);Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Barrio Colombia;#1401;14;Estación del Metro;Poblado;Tarjeta bancaria;Dinero, joyas, piedras preciosas y título valor;Sin dato
27/07/2019 2:30;624.904.997;-7.559.345.402;Hombre;35;Soltero(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;De celular;No;Lorena;#1111;11;Edificio;Laureles;Celular;Tecnología;Sin dato
27/07/2019 14:30;625.370.838;-7.556.041.621;Mujer;22;Soltero(a);Taxi;Sin dato;Sin dato;Hurto a persona;Engaño;Sin dato;No;Los Ángeles;#1017;10;Vía pública;Candelaria;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
27/07/2019 8:00;628.258.212;-7.560.584.397;Hombre;42;Casado(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;Arma cortopunzante;Pajarito;#0723;7;Bus de servicio público;Castilla;Celular;Tecnología;Sin dato
27/07/2019 23:00;625.992.107;-7.557.289.444;Hombre;43;Soltero(a);Taxi;Sin dato;Sin dato;Hurto a persona;Cosquilleo;De celular;No;El Chagualo;#1004;10;Bus de servicio público;Candelaria;Celular;Tecnología;Negro
29/07/2019 15:30;626.596.266;-7.555.088.729;Mujer;45;Casado(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Manrique Oriental;#0308;3;Bus de servicio público;Manrique;Celular;Tecnología;Azul
27/07/2019 16:00;624.398.158;-7.556.873.091;Hombre;58;Casado(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;De celular;Arma cortopunzante;Barrio Colón;#1013;10;Vía pública;Candelaria;Celular;Tecnología;Blanco
28/07/2019 16:30;621.551.201;-7.558.783.271;Hombre;29;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Parque Juan Pablo II;Inst_19;15;Bus de servicio público;Belén;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
28/07/2019 3:30;624.791.768;-7.558.895.352;Mujer;41;Soltero(a);Taxi;Sin dato;Sin dato;Hurto a persona;Escopolamina;Sin dato;Escopolamina;Bolivariana;#1107;11;Vía pública;Laureles;Cédula;Documentos;Sin dato
28/07/2019 1:00;620.494.962;-7.558.726.928;Hombre;16;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;Arma de fuego;Cristo Rey;#1509;15;Vía pública;Belén;Celular;Tecnología;Negro
28/07/2019 16:30;621.551.201;-7.558.783.271;Hombre;29;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Parque Juan Pablo II;Inst_19;15;Bus de servicio público;Belén;Libreta militar;Documentos;Sin dato
28/07/2019 3:00;622.725.797;-7.554.883.967;Hombre;27;Unión marital de hecho;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;Arma de fuego;Cataluña;#0909;9;Vía pública;Buenos Aires;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
28/07/2019 5:00;630.125.392;-755.565.577;Mujer;28;Unión marital de hecho;Metro;Sin dato;Sin dato;Hurto a persona;Atraco;No;Objeto contundente;La Francia;#0205;2;Estación del Metro plus;Santa Cruz;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
29/07/2019 7:30;624.968.604;-7.556.789.701;Hombre;27;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;La Candelaria;#1019;10;Estación del Metro;Candelaria;Ipod;Tecnología;Sin dato
29/07/2019 7:45;625.312.365;-7.558.292.129;Mujer;22;Soltero(a);Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;De celular;No;Naranjal;#1103;11;Estación del Metro;Laureles;Celular;Tecnología;Sin dato
29/07/2019 12:00;625.331.764;-7.558.799.666;Hombre;27;Unión marital de hecho;Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;No;No;U.D. Atanasio Girardot;Inst_14;11;Estación del Metro;Laureles;Celular;Tecnología;Oro
29/07/2019 7:30;624.968.604;-7.556.789.701;Hombre;27;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;La Candelaria;#1019;10;Estación del Metro;Candelaria;Carne;Alimento;Sin dato
29/07/2019 19:45;625.294.437;-7.558.287.901;Mujer;22;Soltero(a);Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Naranjal;#1103;11;Estación del Metro;Laureles;Celular;Tecnología;Azul
29/07/2019 4:30;624.773.646;-7.557.002.879;Hombre;33;Soltero(a);Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;De celular;No;La Candelaria;#1019;10;Estación del Metro;Candelaria;Celular;Tecnología;Sin dato
29/07/2019 9:00;620.098.105;-7.558.112.534;Mujer;31;Casado(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Guayabal;#1510;15;Metro Plus;Belén;Celular;Tecnología;Oro
29/07/2019 11:30;625.211.003;-755.669.824;Mujer;42;Divorciado(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;La Candelaria;#1019;10;Bus de servicio público;Candelaria;Celular;Tecnología;Sin dato
30/07/2019 8:25;619.706.534;-7.557.767.688;Mujer;30;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;La Aguacatala;#1422;14;Paradero de bus;Poblado;Elementos computador;Tecnología;Sin dato
30/07/2019 6:30;621.504.548;-7.558.132.917;Mujer;38;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Campo Amor;#1507;15;Metro Plus;Belén;Tarjeta bancaria;Dinero, joyas, piedras preciosas y título valor;Sin dato
30/07/2019 8:25;619.706.534;-7.557.767.688;Mujer;30;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;La Aguacatala;#1422;14;Paradero de bus;Poblado;Tarjeta bancaria;Dinero, joyas, piedras preciosas y título valor;Sin dato
30/07/2019 8:25;619.706.534;-7.557.767.688;Mujer;30;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;La Aguacatala;#1422;14;Paradero de bus;Poblado;Carne;Alimento;Sin dato
30/07/2019 8:25;619.706.534;-7.557.767.688;Mujer;30;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;La Aguacatala;#1422;14;Paradero de bus;Poblado;Celular;Tecnología;Negro
30/07/2019 8:25;619.706.534;-7.557.767.688;Mujer;30;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;La Aguacatala;#1422;14;Paradero de bus;Poblado;Dólar;Dinero, joyas, piedras preciosas y título valor;Sin dato
30/07/2019 6:30;621.504.548;-7.558.132.917;Mujer;38;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Campo Amor;#1507;15;Metro Plus;Belén;Cédula;Documentos;Sin dato
30/07/2019 1:00;626.047.293;-7.560.555.748;Mujer;31;Unión marital de hecho;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;No;Escopolamina;Los Alcázares;#1304;13;Vía pública;San Javier;Computador;Tecnología;Negro
30/07/2019 6:30;621.504.548;-7.558.132.917;Mujer;38;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Campo Amor;#1507;15;Metro Plus;Belén;Tarjeta bancaria;Dinero, joyas, piedras preciosas y título valor;Sin dato
30/07/2019 1:00;626.047.293;-7.560.555.748;Mujer;31;Unión marital de hecho;Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;No;Escopolamina;Los Alcázares;#1304;13;Vía pública;San Javier;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
30/07/2019 6:30;621.504.548;-7.558.132.917;Mujer;38;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Campo Amor;#1507;15;Metro Plus;Belén;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
30/07/2019 8:25;619.706.534;-7.557.767.688;Mujer;30;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;La Aguacatala;#1422;14;Paradero de bus;Poblado;Cédula;Documentos;Sin dato
30/07/2019 10:00;623.889.749;-7.560.022.351;Mujer;28;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Las Acacias;#1109;11;Iglesia;Laureles;Celular;Tecnología;Sin dato
30/07/2019 8:25;619.706.534;-7.557.767.688;Mujer;30;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;La Aguacatala;#1422;14;Paradero de bus;Poblado;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
30/07/2019 20:30;619.159.333;-7.557.949.828;Hombre;35;Soltero(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;A taxista;Arma de fuego;Santa María de los Ángeles;#1423;14;Vía pública;Poblado;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
30/07/2019 7:45;623.191.268;-7.560.413.748;Mujer;45;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Belén;#1603;16;Paradero de bus;Belén;Celular;Tecnología;Café
30/07/2019 14:30;626.657.168;-7.557.702.253;Mujer;21;Soltero(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;De celular;Arma de fuego;Caribe;#0517;5;Vía pública;Castilla;Celular;Tecnología;Sin dato
30/07/2019 7:30;624.675.874;-7.556.655.292;Mujer;31;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Barrio Colón;#1013;10;Vía pública;Candelaria;Celular;Tecnología;Azul
30/07/2019 6:30;624.958.867;-7.556.819.271;Mujer;29;Unión marital de hecho;Autobus;Sin dato;Sin dato;Hurto a persona;Raponazo;Sin dato;No;La Candelaria;#1019;10;Banco;Candelaria;Celular;Tecnología;Sin dato
30/07/2019 20:30;619.159.333;-7.557.949.828;Hombre;35;Soltero(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;A taxista;Arma de fuego;Santa María de los Ángeles;#1423;14;Vía pública;Poblado;Celular;Tecnología;Sin dato
31/07/2019 6:30;624.314.173;-7.557.134.373;Mujer;24;Soltero(a);Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Calle Nueva;#1011;10;Estación del Metro;Candelaria;Carta;Librería, Papelería y útiles;Sin dato
31/07/2019 6:30;624.314.173;-7.557.134.373;Mujer;24;Soltero(a);Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Calle Nueva;#1011;10;Estación del Metro;Candelaria;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
31/07/2019 6:30;624.314.173;-7.557.134.373;Mujer;24;Soltero(a);Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Calle Nueva;#1011;10;Estación del Metro;Candelaria;Cédula;Documentos;Sin dato
31/07/2019 6:30;62.473.405;-7.556.962.403;Hombre;50;Casado(a);Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;La Candelaria;#1019;10;Estación del Metro;Candelaria;Peso;Dinero, joyas, piedras preciosas y título valor;Sin dato
31/07/2019 6:30;623.945.266;-7.558.365.563;Mujer;30;Soltero(a);Autobus;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Los Conquistadores;#1105;11;Metro Plus;Laureles;Celular;Tecnología;Sin dato
31/07/2019 3:30;623.030.798;-7.559.060.961;Hombre;39;Casado(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;Arma de fuego;Granada;#1604;16;Vía pública;Belén;Tarjeta bancaria;Dinero, joyas, piedras preciosas y título valor;Sin dato
31/07/2019 6:30;624.314.173;-7.557.134.373;Mujer;24;Soltero(a);Metro;Sin dato;Sin dato;Hurto a persona;Cosquilleo;Sin dato;No;Calle Nueva;#1011;10;Estación del Metro;Candelaria;Documentación electoral;Documentos;Sin dato
31/07/2019 3:30;623.030.798;-7.559.060.961;Hombre;39;Casado(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;Arma de fuego;Granada;#1604;16;Vía pública;Belén;Accesorios prendas de vestir;Prendas de vestir y accesorios;Sin dato
31/07/2019 3:30;623.030.798;-7.559.060.961;Hombre;39;Casado(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;Arma de fuego;Granada;#1604;16;Vía pública;Belén;Licencia;Documentos;Sin dato
31/07/2019 3:30;623.030.798;-7.559.060.961;Hombre;39;Casado(a);Taxi;Sin dato;Sin dato;Hurto a persona;Atraco;Sin dato;Arma de fuego;Granada;#1604;16;Vía pública;Belén;Permiso porte de arma;Documentos;Sin dato
